-76.9978820,38.8851020,"18th Amendment","613 Pennsylvania Ave SE",Washington,DC,"(202) 543-3622","Beer Bar","score: 71.7"
-90.2690012,38.5376882,"1904 Beerhouse","777 River City Casino Boulevard","St. Louis",MO,"(314) 388-7777","Beer Bar",
-79.9762977,37.2657639,"1906 Ale House","1910 Memorial Ave",Roanoke,VA,540-562-8951,"Beer Bar",
-91.5060070,41.6424680,"2 Dogs Pub","1705 South 1st Ave","Iowa City",IA,"(319) 337-9047","Beer Bar",
-122.955560,47.046761,"2 Mile House Pub and Eatery","3447 Mud Bay Road West",Olympia,WA,"(360) 753-9964","Beer Bar","score: 73.3"
-84.2962994,39.1729482,"20 Brix","101 Main Street",Milford,OH,"(513) 831-2749","Beer Bar",
-86.1460021,39.8512986,"20 Tap","5406 College Ave",Indianapolis,IN,"(317) 602-8840","Beer Bar",
-73.9803009033203,40.6766510009766,"200 Fifth","200 5th Avenue",Brooklyn,NY,"(718) 638-2925 ","Beer Bar",
-122.4349970,47.1457780,"208 Garfield","208 Garfield St S",Tacoma,WA,"(253) 538-5990","Beer Bar",
-71.157019,42.367892,"21 Nickles","21 Nichols Ave",Watertown,MA,617-923-7021,"Beer Bar",
-82.4685990,27.3386320,"210 Tavern","5045 Fruitville Rd",Sarasota,FL,"(941) 371-0500","Beer Bar",
-71.0629196166992,42.3585548400879,"21st Amendment - Boston","148 Bowdoin Street",Boston,MA,"(617) 227-7100","Beer Bar",
-75.2838454,39.9506053,"2312 Garrett","2312 Garret Road","Drexel Hill",PA,"(610) 626-9900","Beer Bar",
-90.5240178,38.7829306,"2865 Brewhouse","2865 Veterans Memorial Pkwy","St Charles",MO,636-724-2025,"Beer Bar",
-120.5051820,46.6035300,"2nd Street Grill","28 N 2nd Street",Yakima,WA,"(509) 469-1486","Beer Bar",
-87.9637120,41.6641940,"3 Corners Grill and Tap","12371 South Derby Road",Lemont,IL,"(630) 257-7780","Beer Bar",
-122.2460213,37.4935448,"3 Pigs","1754 Laurel St","San Carlos",CA,650-592-4227,"Beer Bar",
-79.5894737,40.4003834,"3 Rivers 6 Pack","6750 Hollywood Blvd.",Delmont,PA,724-468-3005,"Beer Bar",
-80.055419921875,40.6177291870117,"3 Sons Dogs and Suds","10974 Perry Highway",Wexford,PA,"(724) 940-7667","Beer Bar","score: 79.2"
-93.4414108,45.0983423,"3 Squares","12690 Arbor Lakes Parkway","Maple Grove",MN,"(763) 425-3330","Beer Bar","score: 76.7"
-82.5639496,27.2740518,"3.14 Pi Craft Beer and Spirits","5263 Ocean Blvd","Siesta Key",FL,"(941) 346-1188","Beer Bar",
-91.5631831,41.6820312,30Hop,"900 E 2nd Ave",Coralville,IA,"(319) 351-3800","Beer Bar",
-118.3603960,34.0713780,"326 Beer and Wine","6333 W. 3rd St. Ste. 326","Los Angeles",CA,"(323) 549-2156","Beer Bar",
-90.212479,38.617174,"33 Wine Shop and Tasting Bar","1913 Park Ave.","St. Louis",MO,"(314) 231-9463","Beer Bar",
-118.1279270,34.0943570,"38 Degrees Ale House and Grill","100 W. Main St.",Alhambra,CA,"(626) 282-2038","Beer Bar","score: 96.7"
-96.8163060,33.0984060,"3rd Base Sports Bar and Grill","2390 Parkwood Blvd",Frisco,TX,"(214) 618-4450","Beer Bar",
-118.380761,34.073580,"3rd Stop, The","8636 W. 3rd St.","Los Angeles",CA,"(310) 273-3605","Beer Bar",
-122.8750374,42.3254305,"4 Daughters Irish Pub","126 W Main St",Medford,OR,"(541) 779-4455","Beer Bar",
-118.281470,34.092965,"4100 Bar","4100 Sunset Blvd","Los Angeles",CA,"(323) 666-4460","Beer Bar",
-78.6462020874023,35.782787322998,"42nd Street Oyster Bar and Seafood Grill","508 W. Jones Street",Raleigh,NC,"(919) 931-2811","Beer Bar","score: 81.7"
-75.0705513,38.3712919,"45th Street Taphouse Bar and Grille","4507 Coastal Highway","Ocean City",MD,"(443) 664-2201","Beer Bar","score: 89.2"
-122.899963,47.045288,"4th Ave Ale House and Eatery","210 East 4th Ave.",Olympia,WA,"(360) 786-1444","Beer Bar","score: 65.0"
-73.979882,40.682246,"4th Avenue Pub","76 Fourth Ave.",Brooklyn,NY,718-643-2273,"Beer Bar",
-122.4042070,37.7843250,"4th Street Bar and Deli","55 Fourth St  ","San Francisco",CA,"(415) 442-6734","Beer Bar",
-80.1330256,25.7907979,"5 Napkin Grill","455 Lincoln Road","Miami Beach",FL,"(305) 538-2277","Beer Bar","score: 83.3"
-85.6776983,40.1287322,"5's Tap Room","1314 Broadway St",Anderson,Indiana,"(765) 298-8671","Beer Bar",
-95.9611488,41.2574619,"5168 Taproom","3201 Farnam Street",Omaha,NE,402-934-5168,"Beer Bar",
-97.5305495,35.5235893,"51st Street Speakeasy","1114 NW 51st Street","Oklahoma City",OK,"(405) 463-0470","Beer Bar",
-74.4151770,40.7590380,"54 Main Street Bar & Grill","54 Main Street",Madison,NJ,"(973) 966-0252","Beer Bar",
-79.1712041,35.7193969,"580 Craft Beer","354 East St Pittsboro",NC,27312,"(919) 542-5431","Beer Bar",
-122.2254170,37.4635800,"5th Quarter Pizza","976 Woodside Rd","Redwood City",CA,"(650) 369-2686","Beer Bar","score: 81.7"
-118.037384033203,33.9805564880371,6740,"6740 Greenleaf Avenue",Whittier,CA,"(562) 698-6740 ","Beer Bar",
-81.5231475830078,41.0762519836426,"69 Taps Pub and Eatery","370 Orleans Ave.",Akron,OH,"(330) 253-4554","Beer Bar","score: 80.0"
-85.6239929,44.7631915,"7 Monks Taproom","128 S. Union St","Traverse City",MI,"(231) 421-8410","Beer Bar",
-75.1411819458008,39.9618949890137,"700 Club","700 N. 2nd Street",Philadelphia,PA,"(215) 413-3181 ","Beer Bar",
-122.355140686035,47.6824188232422,"74th St Ale House","7401 Greenwood Ave N",Seattle,WA,"(206) 784-2955","Beer Bar","score: 91.7"
-119.7833230,39.4766510,"775 Gastropub","5162 meadowood mall circle",Reno,NV,775-828-0775,"Beer Bar",
-118.3567850,34.0840020,"8oz Burger Bar","7661 Melrose Ave","Los Angeles",CA,"(323) 852-0008","Beer Bar",
-86.1082009,42.7900250,"8th St Grille","20 W. 8th Street",Holland,MI,"(616) 392-5888","Beer Bar",
-87.7131650,43.7572248,"8th Street Ale Haus","1132 North 8th St",Sheboygan,WI,920-208-7540,"Beer Bar",
-123.8829946,46.9773429,"8th Street Ale House","207 8th St",Hoquiam,WA,360-612-3455,"Beer Bar",
-122.317320,47.549625,"9 lb. Hammer","6009 Airport Way S",Seattle,WA,"(206) 762-3373","Beer Bar",
-117.1719070,32.7288850,"98 Bottles","2400 Kettner Blvd. #110","San Diego",CA,"(619) 255-7885","Beer Bar",
-122.026673,36.973410,"99 Bottles of Beer on the Wall","110 Walnut Avenue","Santa Cruz",CA,831.459.9999,"Beer Bar","score: 97.5"
-77.0230865478516,38.9177627563477,"9:30 Club","815 V Street, NW",Washington,DC,"(202) 265-0930","Beer Bar",
-75.0809650,38.3393833,"9th Street Taphouse","3 9th Street","Ocean City",MD,"(443) 664-2641","Beer Bar","score: 80.0"
-122.251153,37.842070,"A Cote Restaurant","5478 Collage Ave",Oakland,CA,"(510) 655-6469","Beer Bar",
-87.66865212327878,41.95076292362127,"A. J. Hudson's Public House","3801 N Ashland",Chicago,IL,"(773) 348-2767","Beer Bar",
-81.3111267089844,29.8920021057129,"A1A Aleworks","1 King Street","St. Augustine",FL,"(904) 829-2977","Beer Bar","score: 76.1"
-75.1432113647461,39.961727142334,"Abbaye, The","635 N Third (at Fairmount)",Philadelphia,PA,"(215) 940-1222 ","Beer Bar",
-81.303399,29.028646,"Abbey Wine and Beer Bar","117 North Woodland Blvd.",Deland,FL,386-734-4545,"Beer Bar",
-118.103820800781,33.7425270080566,"Abbey, The","306 Main St.","Seal Beach",CA,"(562) 799-4246 ","Beer Bar",
-81.7047578,41.4856939,"ABC Tavern","1872 West 25th Street",Cleveland,OH,"(216) 861-3857","Beer Bar","score: 78.3"
-97.7841840,30.2946970,"Abel's on the Lake","3825 Lake Austin Blvd ",Austin,TX,"(512) 904-0572","Beer Bar",
-70.948875,42.1225168,"Abington Ale House & Grill","673 Bedford St",Abington,MA,"(781) 878-0001","Beer Bar",
-90.0391311645508,30.478515625,"Abita Brew Pub","72011 Holly Street","Abita Springs",LA,"(985) 892-5837","Beer Bar","score: 84.2"
-106.5713130,35.1039176,"ABQ Brew Pub","6601 Uptown Blvd",Albuquerque,NM,505-884-1116,"Beer Bar",
-80.1360383,25.7737666,"Abraxas Lounge","407 Meridian Avenue","Miami Beach",FL,"(305) 534-9005","Beer Bar",
-93.24710369,44.97027844,"Acadia Cafe","329 Cedar Ave",Minneapolis,MN,"(612) 874-8702","Beer Bar","score: 83.3"
-115.0645520,36.1214439,"Aces and Ales","3740 S Nellis Blvd","Las Vegas",NV,"(702) 436-7600","Beer Bar",
-74.1545161,39.9139353,"Acme Draft House","439 Atlantic City Blvd",Bayville,NJ,"(732) 654-1188","Beer Bar",
-122.2847980,37.8468281,"Actual Cafe","6334 San Pablo Ave",Oakland,CA,510.653.8386,"Beer Bar",
-123.0269570,44.9366370,"Adam's Rib Smokehouse","1210 State St",Salem,OR,503-362-2194,"Beer Bar",
-92.3307772,38.9505109,Addisons,"709 Cherry St",Columbia,MO,"(573) 256-1995","Beer Bar",
-74.0954284667969,40.6428756713867,"Adobe Blues Restaurant","73 Lafayette Avenue","Staten Island",NY,"(718) 720-2583","Beer Bar",
-117.176475524902,32.737850189209,"Aero Club, The","3365 India Street","San Diego",CA,"(619) 297-7211","Beer Bar",
-122.29952574,47.44100289,"Africa Lounge - SEA airport","Concourse A Food Court near gate A5",Seattle,WA,,"Beer Bar",
-73.9811248779297,40.7241363525391,"Against The Grain","620 E. 6th St ","New York",NY,212-358-7065,"Beer Bar",
-71.277383,41.669210,"Aidan's Pub","11 John St",Bristol,RI,"(401) 254-1375","Beer Bar",
-122.2357262,47.3822038,"Airways Brewing Beer and Bistro","320 W Harrison St. ",Kent,WA,"(253) 236-8632","Beer Bar","score: 90.0"
-95.6486053466797,29.7296295166016,"Alamo Draft House","1000 W Oaks Mall",Houston,TX,"(281) 556-0204","Beer Bar",
-96.1156159,41.1793111,"Alamo Draft House","12750 Westport Pkwy","La Vista",NE,402-505-9979,"Beer Bar",
-98.6494369506836,29.4263191223145,"Alamo Drafthouse - San Antonio","1255 SW Loop 410","San Antonio",TX,"(210) 677-8500","Beer Bar",
-95.751721,29.776759,"Alamo Drafthouse Cinema - Katy","531 South Mason Road",Katy,TX,281-492-6900,"Beer Bar",
-97.792854309082,30.4594116210938,"Alamo Drafthouse Cinema - Lake Creek","13729 Research Blvd #1500",Austin,TX,"(512) 219-5408","Beer Bar","score: 89.2"
-77.45501098650817,39.051837940452515,"Alamo Drafthouse Cinema - One Loudoun","20575 East Hampton Plaza",Ashburn,VA,"(571) 293-6808","Beer Bar","score: 91.7"
-97.8690631,30.2005716,"Alamo Drafthouse Cinema - Slaughter Lane","5701 W. Slaughter Lane",Austin,TX,"(512) 476-1320","Beer Bar",
-78.1947129,39.1191120,"Alamo Drafthouse Cinema - Winchester","181 Kernstown Commons Blvd",Winchester,VA,"(540) 313-4060","Beer Bar",
-98.4883020,29.4179312,"Alamo Street Eat Bar","609 South Alamo St","San Antonio",TX,"(210) 227-2469","Beer Bar",
-122.30295897,47.44452940,"Alaska Lodge - SEA airport","Concourse C near security",Seattle,WA,"(206) 433-5388","Beer Bar","score: 20.0"
-122.2996082,37.8923951,"Albany Tap Room","745 San Pablo Ave",Albany,CA,"(510) 526-2998","Beer Bar",
-122.293190002441,37.8712577819824,"Albatross Pub","1822 San Pablo Ave",Berkeley,CA,"(510) 843-2473","Beer Bar",
-122.6548328,45.5590346,"Alberta Street Public House","1036 Northeast Alberta St",Portland,OR,503-284-7665,"Beer Bar",
-117.1301245,32.7214430,Alchemy,"1503 30th St.","San Diego",CA,"(619) 255-0616","Beer Bar",
-89.3555679321289,43.0917816162109,"Alchemy Cafe","1980 Atwood Avenue",Madison,WI,,"Beer Bar","score: 68.3"
-87.5647040,33.2079210,"Alcove International Tavern","730 22nd Ave",Tuscaloosa,AL,"(205) 469-9110","Beer Bar",
-122.2552368,37.5017808,"Ale Arsenal","971 Laurel Street","San Carlos",CA,"(650) 594-2337","Beer Bar",
-86.074685,39.912893,"Ale Emporium","8617 Allisonville Road",Indianapolis,IN,"(317) 842-1333","Beer Bar",
-105.0091190,39.7586760,"Ale House at Amato's","2501 16th Street",Denver,CO,"(303) 433-9734","Beer Bar",
-76.8200030,39.1991340,"Ale House Columbia, The","6480 Dobbin Center Way",Columbia,MD,443-546-3640,"Beer Bar",
-122.5148763,47.6251073,"Ale House on Winslow","500 Winslow Way E Ste 110","Bainbridge Island",WA,"(206) 317-6986","Beer Bar",
-75.945670,42.091461,"Ale House, The","3744 Vestal Pkwy E",Vestal,NY,"(607) 729-9053","Beer Bar",
-108.5523635,39.0908400,"Ale House, The","2531 North 12th St","Grand Junction",CO,"(970) 242-7253","Beer Bar",
-76.5892486572266,39.2847785949707,"Ale Mary's","1939 Fleet Street",Baltimore,MD,"(410) 276-2044","Beer Bar",
-122.3578199,40.5757344,"AleHouse Pub","2181 Hilltop Dr.",Redding,CA,"(530) 221-7990","Beer Bar","score: 78.3"
-122.451065063477,37.7693328857422,"Alembic, The","1725 Haight Street","San Francisco",CA,"(415) 666-0822","Beer Bar",
-76.6208932,39.2902897,Alewife,"21 N Eutaw St",Baltimore,MD,"(410) 545-5112","Beer Bar","score: 96.7"
-73.9559607,40.7422822,"Alewife Queens","5-14 51st Avenue","Long Island City",NY,"(718) 937-7494","Beer Bar",
-118.1574310,33.7828410,"Alex's Bar","2913 E. Anaheim St.","Long Beach",CA,562-434-8292,"Beer Bar",
-122.340476989746,47.6087303161621,"Alibi Room","85 Pike St Unit 410",Seattle,WA,"(206) 623-3180 ","Beer Bar",
-77.191475,40.202044,"Alibis Eatery and Spirits","10 North Pitt Street",Carlisle,PA,717-243-4151,"Beer Bar",
-122.2653937,37.3866734,"Alice's Restaurant","17288 Skyline Blvd",Woodside,CA,"(650) 851-0303","Beer Bar","score: 90.0"
-117.1585840,32.7705960,"All American Grill","7510 Hazard Center Dr., #215","San Diego",CA,"(619) 296-9600","Beer Bar",
-94.6511802,39.2095541,"All Star Pizza and Pub","6100 NW 63rd Terrace","Kansas City",MO,"(816) 587-6000","Beer Bar","score: 85.0"
-79.9989929199219,40.4536819458008,"Allegheny Cafe","601 East Ohio Street",Pittsburgh,PA,"(412) 231-5911","Beer Bar",
-76.6308810,39.3443350,"Alonso's / Loco Hombre","413-415 W. Cold Spring Lane",Baltimore,MD,"(410) 235-3433","Beer Bar",
-118.299606323242,33.8419151306152,"Alpine Village","833 W. Torrance Blvd",Torrance,CA,"(310) 327-4384","Beer Bar",
-73.9974822998047,40.7349052429199,"Alta Mediterranean Restaurant","64 West 10th Street","New York",NY,"(212) 505-7777 ","Beer Bar",
-82.6043150,35.5815360,"Altamont Brewing Co","1042 Haywood Road",Asheville,NC,"(828) 575-2400","Beer Bar",
-78.8044281005859,42.9799346923828,"Alternative Brews","3488 Sheridan Drive",Amherst,NY,"(716) 446-0424","Beer Bar",
-76.1193281,43.0410694,"Alto Cinco","526 Westcott Street",Syracuse,NY,"(315) 472-3633","Beer Bar",
-83.7346038818359,34.7021331787109,"Altstadter Weinstube and Biergarten","8759 Main St",Helen,GA,"(706) 878-4090","Beer Bar","score: 83.3"
-74.0130170,41.0897740,"Ambulance Brew House","202 Main Street",Nanuet,NY,845-501-7100,"Beer Bar",
-80.0155944824219,40.3831634521484,"Amel's Restaurant","435 Mcneilly Rd",Pittsburgh,PA,"(412) 563-3466","Beer Bar",
-82.2657663,34.8595411,"American Pie Factory","103 E. Beacon Drive",Greenville,SC,"(864) 627-7797","Beer Bar","score: 83.3"
-80.1355429,26.1192739,"American Social","721 E Las Olas Blvd","Fort Lauderdale",FL,"(954) 764-7005","Beer Bar",
-88.0075600,41.9396220,"American Tap","701 W Lake St",Addison,IL,"(630) 628-5800","Beer Bar",
-78.881082,33.717186,"American Tap House","1320 Celebrity Circle","Myrtle Beach",SC,843.712.2301,"Beer Bar",
-77.0950919,38.8874744,"American Tap Room - Clarendon","3101 Wilson Boulevard",Arlington,VA,"(703) 312-9080","Beer Bar","score: 88.3"
-77.3586118,38.9585420,"American Tap Room - Reston","1811 Library St",Reston,VA,703-834-0400,"Beer Bar",
-70.9308252,42.8574665,"Amesbury Ale House","33 Main St",Amesbury,MA,"(978) 388-1950","Beer Bar",
-73.9989219,40.7296220,"Amity Hall","80 West Third St.","New York",NY,"(212) 677-2290","Beer Bar","score: 76.7"
-122.421463012695,37.7592964172363,"Amnesia Bar","853 Valencia St.","San Francisco",CA,"(415) 970-8336 ","Beer Bar",
-93.0953755,44.9463799,"Amsterdam Bar and Hall","6 W. 6th St.","Saint Paul",MN,"(612) 285-3112","Beer Bar",
-90.2616177,38.6018755,"Amsterdam Tavern","3175 Morganford ","St Louis",MO,"(314) 772-8224","Beer Bar",
-72.6658750,42.2641950,"Amy's Place","80-82 Cottage Street",Easthampton,MA,"(413) 527-9333","Beer Bar",
-76.6307907104492,39.4510154724121,"An Poitin Stil","2323 York Road",Timonium,MD,"(410) 560-7900","Beer Bar",
-70.5998940,41.5603900,"Anchor Ale House","100 Davis Straits",Falmouth,MA,"(508) 299-8200","Beer Bar",
-122.38619328,37.61840275,"Anchor Brewing - SFO airport","Terminal 3 - Area F near gate 70","San Francisco",CA,"(650) 821-8911","Beer Bar",
-97.3246530,37.6857720,"Anchor, The","1109 E. Douglas",Wichita,KS,"(316) 260-8989","Beer Bar",
-117.4325682,47.6564984,Andy's,"1401 W 1st Ave",Spokane,WA,509-744-1111,"Beer Bar",
-74.021531,40.872667,"Andy's Corner Bar","257 Queen Anne Rd.",Bogota,NJ,"(201) 342-9887","Beer Bar",
-122.22611904,37.48545733,"Angelica's Bistro","863 Main St","Redwood City",CA,"(650) 365-3226","Beer Bar","score: 95.0"
-95.3631370,29.7586180,"Angelo's Houston","711 Main St",Houston,TX,"(713) 225-3500â€Ž","Beer Bar",
-112.0714138,33.4570868,"Angels Trumpet Ale House","810 North 2nd St",Phoenix,AZ,602-252-2630,"Beer Bar",
-82.8315227,27.8572834,"Angry Pepper Taphouse","9366 Oakhurst Road",Seminole,FL,"(727) 596-5766","Beer Bar",
-82.7927920,27.8118559,"Angry Pepper Waterside","4330 Duhme Road","Madeira Beach",FL,"(727) 391-0800","Beer Bar",
-76.3043639,40.0380609,"Annie Bailey's","28 East King Street",Lancaster,PA,"(717) 393-4000","Beer Bar","score: 79.2"
-155.924725,19.528864,"Annie's Island Fresh Burgers","79-7460 Mamalahoa Hwy",Kealakekua,HI,"(808) 324-6000","Beer Bar","score: 88.3"
-74.0056915283203,40.7203636169434,Anotheroom,"249 West Broadway","New York",NY,"(212) 226-1418 ","Beer Bar",
-122.2956730,47.1903200,"Anthem Coffee and Tea","210 W Pioneer",Puyallup,WA,253-881-1445,"Beer Bar",
-117.8454643,33.6467796,"Anthill Pub","215 C Student Center",Irvine,CA,"(949) 824-3050","Beer Bar",
-122.30306625,47.44383282,"Anthony's - SEA airport","Central Terminal",Seattle,WA,,"Beer Bar",
-76.8845640,40.2617190,"Anthony's Micro Pub and Pizza","225 N 2nd St",Harrisburg,PA,"(717) 238-2009","Beer Bar",
-75.8487189,41.2548476,"Anthracite Cafe","804 Scott St",Wilkes-Barre,PA,"(570) 822-4677","Beer Bar",
-94.5836744,39.0940928,"Anton's Tap Room","1610 Main St","Kansas City",MO,"(816) 888-8800","Beer Bar",
-95.3968780,29.7430210,"Anvil Bar and Refuge","1424 Westheimer",Houston,TX,"(713) 523-1622","Beer Bar",
-96.7850270,32.7841720,"Anvil Pub","2638 elm street",Dallas,TX,"(214) 741-1271","Beer Bar",
-122.6534220,45.5046380,Apex,"1216 SE Division St.",Portland,OR,"(503) APEX-BAR","Beer Bar","score: 90.0"
-72.6637000,42.2725000,"Apollo Grill","116 Pleasant Street",Easthampton,MA,"(413) 517-0031","Beer Bar",
-84.296068,37.746650,"Apollo Pizza and Beer Emporium","228 South Second Street",Richmond,KY,"(859) 623-0330","Beer Bar",
-122.9285853,47.0461655,"Apollo's Pizza and Pasta","2302 Harrison Ave NW",Olympia,WA,360-754-7444,"Beer Bar",
-79.9574087,39.6294930,"Apothecary Ale House and Cafe","277 Chestnut St",Morgantown,WV,304-291-2291,"Beer Bar",
-80.0343170166016,40.394889831543,"Apple Inn","2895 W Liberty Avenue",Pittsburgh,PA,"(412) 343-5300","Beer Bar",
-82.637202,28.1923717,"Apps & Tapps Trinity","10700 FL-54 Suite 101","New Port Richey",FL,"(727) 261-7444","Beer Bar",
-121.8994090,36.9768640,"Aptos St. BBQ","8059 Aptos St.",Aptos,CA,"(831) 662-1721","Beer Bar",
-122.7154546,42.1984348,"Aqua Restaurant and Bar","31 Water St",Ashland,OR,"(541) 488-6763","Beer Bar",
-89.6481831,46.1131571,"Aqualand Ale House","10450 Main St","Boulder City",WI,715.385.0380,"Beer Bar",
-122.504276,48.720871,"Archer Ale House","1212 10th Street",Bellingham,WA,"(360) 647-7002","Beer Bar",
-105.0814324,39.8037104,"Archive Room, The","5601 Olde Wadsworth Blvd",Arvada,CO,"(303) 432-0400â€Ž","Beer Bar",
-75.8660336,41.2373226,"Arena Bar and Grill","380 Coal St.","Wilkes Barre",PA,"(570) 970-8829","Beer Bar",
-75.0808620,38.7166830,"Arena's Deli and Bar","149 Rehoboth Ave","Rehoboth Beach",DE,302-227-1272,"Beer Bar",
-75.4260169,38.9147921,"Arena's Milford","200 NE Front St",Milford,DE,302-422-3354,"Beer Bar",
-89.38107491,43.07519685,"Argus, The","123 W Main St.",Madison,WI,"(608) 256-4141","Beer Bar","score: 76.7"
-85.5814819335938,42.2917213439941,"Arie's London Grill - Singapore","214 E. Michigan Avenue",Kalamazoo,MI,"(269) 381-9212","Beer Bar",
-77.0865707397461,38.8624877929688,"Arlington Cinema And Drafthouse","2903 Columbia Pike",Arlington,VA,"(703) 444-4354 ","Beer Bar",
-77.0882110,38.8902640,"Arlington Rooftop Bar and Grill","2424 Wilson Blvd.",Arlington,VA,"(703) 528-3030","Beer Bar",
-77.3724818,35.6110368,"Armadillo Grill","114 East 5th Street",Greenville,NC,"(252) 364-8926 â€Ž","Beer Bar","score: 80.0"
-71.8006609,42.268778,"Armsby Abbey","144 North Main Street",Worcester,MA,"(508) 795-1012","Beer Bar","score: 86.7"
-84.510069,39.105003,"Arnold's Bar and Grill","210 East 8th Street",Cincinnati,OH,"(513) 421-6234","Beer Bar","score: 100.0"
-74.3924620,41.7159050,"Aroma Thyme Bistro","165 Canal St",Ellenville,NY,845-647-3000,"Beer Bar",
-83.38609099388123,33.938954067900,Aromas,"1235 South Milledge Avenue",Athens,GA,"(706) 208-0059","Beer Bar","score: 87.2"
-76.8839940,40.2612210,"Aroogas - Downtown","201 North 2nd Street",Harrisburg,PA,"(717) 901-8277","Beer Bar",
-73.93351409384843,40.710131481908476,"Arrogant Swine","173 Morgan Avenue",Brooklyn,NY,"(347) 328-5595","Beer Bar",
-87.8104940,42.2024414,"Art of Beer","316 Green Bay Rd",Highwood,IL,847-423-8638,"Beer Bar",
-105.0814348,39.8007155,"Arvada Tavern, The","5707 Olde Wadsworth Blvd.",Arvada,CO,"(303) 690-6269","Beer Bar",
-73.9915808,40.7647241,"As Is","734 10th Ave","New York",NY,"(646) 858-1153","Beer Bar","score: 90.0"
-122.3422421,47.6481395,"Asgard Tavern","1300 N. Northlake Way",Seattle,WA,"(206) 404-4704","Beer Bar",
-71.0994186401367,42.3627853393555,"Asgard, The","350 Massachusetts Ave",Cambridge,MA,"(617) 577-9100","Beer Bar","score: 80.0"
-122.6728568,45.5221219,"Ash Street Saloon","225 SW Ash St",Portland,OR,503-226-0430,"Beer Bar",
-83.7409820556641,42.2783470153809,"Ashley's Restaurant and Pub - Ann Arbor","338 S. State St.","Ann Arbor",MI,"(734) 996-9191","Beer Bar","score: 89.2"
-83.385125,42.342004,"Ashley's Restaurant and Pub - Westland","7525 Wayne Rd.",Westland,MI,"(734) 525-1667","Beer Bar","score: 60.0"
-88.142825,42.062748,"Assembly, The","2570 Hassell Road","Hoffman Estates",IL,847.843.3993,"Beer Bar","score: 78.3"
-73.9213660,40.7673970,"Astoria Brewhouse","28-50 31st St.",Astoria,NY,"(718) 728-0050","Beer Bar",
-104.8886137,39.40269,"Astro Tap House","3911 Ambrosia #103","Castle Rock",CO,720-344-6979,"Beer Bar",
-68.2069032,44.389198,"Atlantic Brewing Co Midtown","52 Cottage St","Bar Harbor",ME,"(207) 801-9700","Beer Bar",
